FMID,MarketName,street,city,County,State,zip,Season1_Start_Date,Season1_End_Date,Season1Time,Season2_Start_Date,Season2_End_Date,Season2Time,Season3_Start_Date,Season3_End_Date,Season3Time,Season4_Start_Date,Season4_End_Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1007064,HARNEY COUNTY FARMERS MARKET,,HINES,HARNEY,OREGON,,,,,,,,,,,,,,-119.084,43.5611,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1008095,HARPER FARMERS MARKET,CORNER OF E MAIN AND WASHINGTON,HARPER,HARPER,KANSAS,67058,06/08/2013,09/28/2013,Sat: 7:30 AM-9:30 AM;,,,,,,,,,,-98.024686,37.286706,Other,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013-06-12T11:47:24Z
1003601,HARPERS FERRY FARMERS MARKET,HARPERS FERRY CONSERVATION PARK,HARPERS FERRY,ALLAMAKEE,IOWA,52146,,,,,,,,,,,,,-91.4756,43.2695,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1004225,HARRIMAN STATE CAMPUS FARMERS MARKET,HARRIMAN STATE OFFICE CAMPUS VENDOR PARK 1220 WASHINGTON AVE,ALBANY,ALBANY,NEW YORK,,May,October,Fri:10:00 AM - 2:00 PM;,,,,,,,,,,-73.80877,42.678318,Federal/State government building grounds,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,2012-05-31T13:39:46Z
1003781,HARRINGTON FARMERS MARKET,COMMERCE ST  AND  CLARK ST,HARRINGTON,,DELAWARE,19952,,,,,,,,,,,,,-75.5782,38.9236,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1002139,HARRIS FARMERS MARKET,43970 GINGER AVE,HARRIS,CHISAGO,MINNESOTA,55032,06/01/2014,10/26/2014,Sun: 11:00 AM-3:00 PM;,,,,,,,,,,-92.975045,45.585544,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-13T13:56:41Z
1008998,HARRISBURG HISTORIC DISTRICT FARMERS MARKET,407 COURT STREET,HARRISBURG,POINSETT,ARKANSAS,72432,05/11/2013,10/12/2013,Sat: 8:00 AM-11:00 AM;,,,,,,,,,,-90.717654,35.563161,Local government building grounds,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-04-10T09:43:54Z
1006141,HARRISON COUNTY FARMERS MARKET,1390 OLD HWY 135,CORYDON,HARRISON,INDIANA,47112,04/26/2014,10/25/2014,Wed: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,,,,-86.129079,38.22237,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-13T11:20:45Z
1012563,HARRISON FARMERS MARKET,1425 N MAIN ST,HARRISON,BOONE,ARKANSAS,726o1,04/30/2016,11/05/2016,Tue: 7:00 AM-12:00 PM;Thu: 4:00 AM-7:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,,,,-93.1172502,36.247214,,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2016-07-14T09:25:19Z
1012720,HARRISON FARMERS MARKET,ROUTE 117,HARRISON,CUMBERLAND,MAINE,04040,05/27/2016,09/23/2016,Fri: 1:00 PM-5:00 PM;,,,,,,,,,,-70.686816,44.11296,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,2016-07-23T07:54:00Z
1002321,HARRISON FARMERS MARKET,3170 N CLARE AVE,HARRISON,CLARE,MICHIGAN,48625,,,,,,,,,,,,,-84.8084,44.0349,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-23T16:46:00Z
1004404,HARRISON GRANGE,HARRISON GRANGE PARK IN HARRISON,HARRISON,BENEWAH,IDAHO,83833,,,,,,,,,,,,,-116.785,47.4587,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1018364,HARRISONBURG FARMERS MARKET,228 SOUTH LIBERTY ST,HARRISONBURG,ROCKINGHAM,VIRGINIA,,04/01/2017,11/21/2017,Tue: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,12/01/2017,03/31/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-78.8708844,38.446318,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,2017-06-23T07:32:41Z
1009060,HARRISVILLE FARMERS MARKET,M-72 AND US-23,HARRISVILLE,ALCONA,MICHIGAN,48740,,,,,,,,,,,,,-83.4029566,44.6560742,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/7/2014 12:02:25 PM
1008730,HART COUNTY FARMERS MARKET,516 AA WHITMAN LANE,MUNFORDVILLE,HART,KENTUCKY,42765,04/22/2014,10/17/2014,Tue: 7:30 AM-12:00 PM;Fri: 7:30 AM-12:30 PM;,,,,,,,,,,-85.888994,37.276249,Local government building grounds,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2014-05-14T09:23:23Z
1007477,HARTFORD  CAPITAL AVENUE FARMERS MARKET,FIRST PRESBYTERIAN CHURCH OF HARTFORD,HARTFORD,HARTFORD,CONNECTICUT,,,,,,,,,,,,,,-72.6796,41.7621,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1007505,HARTFORD  MARKET 21 FARMERS’ MARKET,230 ASYLUM STREET,HARTFORD,HARTFORD,CONNECTICUT,,,,,,,,,,,,,,-72.6775,41.7674,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1007466,HARTFORD  OLD STATE HOUSE FARMERS’ MARKET,OLD STATE HOUSE 800 MAIN STREET,HARTFORD,HARTFORD,CONNECTICUT,06101,,,,,,,,,,,,,-72.6733,41.766,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1007506,HARTFORD  PARK STREET FARMERS’ MARKET,PARK ST AND WASHINGTON ST,HARTFORD,HARTFORD,CONNECTICUT,6106,,,,,,,,,,,,,-72.6823,41.7579,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1007830,HARTFORD  WEST END FARMERS MARKET,571 FARMINGTON AVENUE AND SOUTH WHITNEY STREET,HARTFORD,HARTFORD,CONNECTICUT,6105,,,,,,,,,,,,,-72.7111,41.7662,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1002628,HARTFORD FARMERS MARKET,ROUTE 40  AND  ROUTE 149,HARTFORD,WASHINGTON,NEW YORK,12838,,,,,,,,,,,,,-73.3934,43.3604,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1003845,HARTFORD FARMERS MARKET,1 BLOCK NORTH OF HIGHWAY 60 ON RURAL STREET,HARTFORD,WASHINGTON,WISCONSIN,53027,May,November,Sat:7:00 AM - 1:00 PM;,,,,,,,,,,-88.381233,43.318122,Local government building grounds,N,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2012-04-30T15:55:56Z
1001003,HARTFORD FARMERS MARKET,ON RED ARROW HWY (MAIN ST),HARTFORD,VAN BUREN,MICHIGAN,49057,July,September,,,,,,,,,,,-86.1696,42.2071,Local government building grounds,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2011-04-23T20:14:53Z
1011782,HARTFORD FARMERS MARKET,1001 N OAKS AVE,HARTFORD,MINNEHAHA,SOUTH DAKOTA,57033,07/10/2016,10/30/2016,Sun: 11:00 AM-2:00 PM;,,,,,,,,,,-96.947438,43.632679,,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-02-10T20:43:00Z
1007701,HARTFORD REGIONAL MARKET,I-91 EXIT 27 101 RESERVE ROAD,HARTFORD,HARTFORD,CONNECTICUT,06114,,,,,,,,,,,,,-72.6548,41.7462,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1000159,HARTFORDS NORTH END FARMERS MARKET,80 COVENTRY ST,HARTFORD,HARTFORD,CONNECTICUT,06112,06/26/2013,10/30/2013,Wed: 10:00 AM-1:00 PM;,,,,,,,,,,-72.6900286,41.799049,Other,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-12T14:14:25Z
1005783,HARTLAND FARMERS MARKET,9525 E HIGHLAND ROAD,HOWELL,LIVINGSTON,MICHIGAN,48843,May,October,Sat:9:00 am - 1:00 pm;,,,,,,,,,,-83.7637,42.6327,Private business parking lot,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2011-05-03T16:25:37Z
1001149,HARTLAND FARMERS MARKET,153 RTE 5,HARTLAND,WINDSOR,VERMONT,05048,06/06/2014,09/12/2014,Fri: 4:00 PM-7:00 PM;,,,,,,,,,,-72.399752,43.539636,Local government building grounds,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,2014-08-05T13:44:38Z
1005737,HARTSDALE FARMERS MARKET,,HARTSDALE,WESTCHESTER,NEW YORK,10530,June,November,Sat:10:00 AM - 4:00 PM;,,,,,,,,,,-73.796099,41.01088,Other,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-05-17T10:08:13Z
1006122,HARTSELLE FARMERS MARKET,SPARKMAN STREET SOUTHWEST,HARTSELLE,MORGAN,ALABAMA,35640,,,,,,,,,,,,,-86.9333,34.4339,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1008583,HARTVILLE FARMERS MARKET,HWY 5 AND HWY 38,HARTVILLE,WRIGHT,MISSOURI,65667,05/02/2013,09/28/2013,Thu: 7:30 AM-11:00 AM;Sat: 7:00 AM-12:00 PM;,,,,,,,,,,-92.510212,37.250927,Local government building grounds,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2013-06-26T16:39:56Z
1002326,HARTVILLE MARKET PLACE,1289 EDISON ST NW,HARTVILLE,STARK,OHIO,,,,,,,,,,,,,,-81.3542,40.9696,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1001111,HARTWELL FARMERS MARKET,INTERSECTION OF CARTER  AND  HOWELL STREETS,HARTWELL,HART,GEORGIA,30643,April,November,Sat:7:00 AM - 12:00 PM;,,,,,,,,,,-82.9308839,34.3522048,Private business parking lot,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-05-29T15:25:57Z
1012443,HARVARD FARMERS MARKET,27 MASSACUSETTS AVENUE,HARVARD,WORCESTER,MASSACHUSETTS,01451,08/13/2016,10/29/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,,,,-71.582139,42.496923,,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,2016-07-11T15:54:31Z
1004140,HARVEST FESTIVAL AT BETHEL WOODS,HURD  AND  WEST SHORE RDS,BETHEL,SULLIVAN,NEW YORK,12754,,,,,,,,,,,,,-74.8821,41.703,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-20T11:09:00Z
1011797,HARVEST FOR HEALTH FARMERS MARKET AT NEWYORKPRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND RD,CORTLANDT MANOR,WESTCHESTER,NEW YORK,10567,05/03/2016,11/30/2016,Tue: 11:00 AM-4:00 PM;,,,,,,,,,,-73.892997,41.291874,,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2016-03-07T10:49:10Z
1005331,HARVEST HOME BELLEVUE FARMERS MARKET,27TH STREET BETWEEN 1ST AVENUE  AND  ST CARMEL PLACE,MANHATTAN,NEW YORK,NEW YORK,,,,,,,,,,,,,,-73.9773,40.7396,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 21 2010 12:12PM
1002338,HARVEST HOME COOP CITY MARKET,CO-OP CITY BLVD BETWEEN BENCHLEY PLACE,BRONX,BRONX,NEW YORK,,,,,,,,,,,,,,-73.8249,40.8768,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:31:00Z
1002336,HARVEST HOME ECHO PARK MARKET,TREMONT AVENUE BETWEEN ANTHONY,BRONX,BRONX,NEW YORK,,,,,,,,,,,,,,-73.9032,40.8488,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:30:00Z
1002341,HARVEST HOME FOREST AVENUE MARKET,FOREST AVE BTW 156TH AND WESTCHESTER,BRONX,BRONX,NEW YORK,,,,,,,,,,,,,,-73.9063,40.8178,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:33:00Z
1005332,HARVEST HOME JEROME AVENUE MARKET,PLAZA DRIVE BETWEEN 170TH  AND  ELLIOT PLACE,BRONX,BRONX,NEW YORK,,,,,,,,,,,,,,-73.9162,40.8392,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 21 2010 12:16PM
1005329,HARVEST HOME METROPOLITAN AVENUE MARKET,101-15 METROPOLITAN AVENUE,QUEENS,QUEENS,NEW YORK,,,,,,,,,,,,,,-73.8512,40.7107,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:52:00Z
1002339,HARVEST HOME METROPOLITAN MARKET,97-99TH STREET ON SECOND AVE,MANHATTAN,NEW YORK,NEW YORK,,,,,,,,,,,,,,-73.946,40.7861,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:32:00Z
1002335,HARVEST HOME MORRIS PARK MARKET,LORETTO PARK BETWEEN TOMLINSON,BRONX,BRONX,NEW YORK,,,,,,,,,,,,,,-73.8514,40.8501,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:29:00Z
1005330,HARVEST HOME MT MORRIS PARK MARKET,124TH STREET  AND  5TH AVENUE MARCUS GARVEY PARK,MANHATTAN,NEW YORK,NEW YORK,,,,,,,,,,,,,,-73.9429,40.8056,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 21 2010 12:09PM
1002334,HARVEST HOME PRESBYTERIAN CHURCH MARKET,MERRICK BLVD  AND  BAISLEY BLVD,NEW YORK,QUEENS,NEW YORK,10035,,,,,,,,,,,,,-73.7698,40.6837,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1002337,HARVEST HOME SUNDAY MARKET / BRONX MUSEUM,BRONX MUSEUM OF THE ARTS 165TH STREET,GRAND CONCOURSE,BRONX,NEW YORK,,,,,,,,,,,,,,-73.9197,40.831,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:30:00Z
1002340,HARVEST HOME UNION SETTLEMENT MARKET,104TH ST AND 3RD AVE,MANHATTAN,NEW YORK,NEW YORK,,,,,,,,,,,,,,-73.9457,40.7898,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T11:33:00Z
1002345,HARVEST HOME WEST FARMERS MARKET,EAST TREMONT AVE  AND  E 177TH STREET,NEW YORK,BRONX,NEW YORK,10035,,,,,,,,,,,,,-73.8189,40.8219,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-01-01T00:00:00Z
1002519,HARVEST WITH A HEART,105 W EMELINE STREET,MILFORD,,INDIANA,46542,,,,,,,,,,,,,-85.8466,41.4087,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1002122,HARVEY COUNTY FARMERS MARKET,200 N MAIN,HARVEY,HARVEY,KANSAS,67114,,,,,,,,,,,,,-97.3447,38.0438,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-21T17:29:00Z
1000454,HARVEY FARMERS MARKET,IN CITGO GAS STATION PARKING LOT US-41  AND  M-28,HARVEY,MARQUETTE,MICHIGAN,,,,,,,,,,,,,,-87.5119,46.5269,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1006741,HARVEY FARMERS MARKET/HARVEY CHAMBER,CORNER OF LINCOLN  AND  10TH ST,HARVEY,WELLS,NORTH DAKOTA,58341,,,,,,,,,,,,,-99.9363,47.7687,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1001846,HARWICH FARMERS MARKET,80 PARALLEL STREET,HARWICH,BARNSTABLE,MASSACHUSETTS,02645,06/12/2014,10/09/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,,,,-70.0767,41.6857,Local government building grounds,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,2014-03-21T16:28:03Z
1002162,HASBROUCK HEIGHTS FARMERS MARKET,BLVD  AND  CENTRAL AVE,HASBROUCK HEIGHTS,BERGEN,NEW JERSEY,07604,06/16/2014,10/20/2014,Tue: 12:00 PM-6:00 PM;,,,,,,,,,,-74.0752,40.8643,Local government building grounds,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,N,N,2014-03-31T21:19:22Z
1002264,HASKELL COUNTY FARMERS MARKET,104 NORTHEAST 6TH ST,STIGLER,HASKELL,OKLAHOMA,74462,,,,,,,,,,,,,-95.1197,35.2528,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1012741,HASTINGS FARMERS MARKET,7 MAPLE AVENUE,HASTINGS-ON-HUDSON,WESTCHESTER,NEW YORK,10706,06/04/2016,11/19/2016,Sat: 8:30 AM-1:30 PM;,,,,,,,,,,-73.883751,40.995749,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,2016-07-28T13:14:58Z
1001398,HASTINGS FARMERS MARKET,CORNER OF STATE AND CHURCH STREETS,HASTINGS,BARRY,MICHIGAN,49058,May,October,Sat:9:00 am - 1:00 pm;,,,,,,,,,,-85.2891,42.6483,Local government building grounds,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2011-05-03T11:47:48Z
1005701,HASTINGS ORIGINAL DOWNTOWN FARMERS MARKET,3RD AND DENVER,HASTINGS,ADAMS,NEBRASKA,68901,07/06/2013,10/12/2013,,,,,,,,,,,-98.38922,40.585604,Other,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2013-06-26T11:05:34Z
1010829,HATBORO FARMERS MARKET,32 N YORK ROAD,HATBORO,MONTGOMERY,PENNSYLVANIA,19040,05/01/2015,10/09/2015,Fri: 5:00 PM-8:30 PM;,,,,,,,,,,-75.105697,40.178352,,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,2015-02-18T13:18:15Z
1006219,HATTIE CARTHAN COMMUNITY FARMERS MARKET,49 VAN BUREN STREET,BROOKLYN,KINGS,NEW YORK,11221,07/28/2013,11/17/2013,,,,,,,,,,,-73.943587,40.690239,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2013-06-11T15:20:07Z
1006220,HATTIE CARTHAN COMMUNITY MARKET,CLIFTON  AND  MARCY AVENUES,NEW YORK CITY,KINGS,NEW YORK,,07/13/2013,11/16/2013,,,,,,,,,,,-73.948,40.6895,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2013-06-11T15:26:32Z
1002527,HATTIESBURG FARMERS MARKET,MAIN ST AND BUSCHMAN ST,HATTIESBURG,FORREST,MISSISSIPPI,39401,03/13/2014,10/30/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,,,,-89.287734,31.324433,Other,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,4/22/2014 12:17:17 PM
1009752,HAUGHTON MARKET  AND  ARTISAN FAIR,HIGHWAY 80 EAST IN HAUGHTON,HAUGHTON,BOSSIER,LOUISIANA,71037,08/09/2014,08/09/2014,Sat: 10:00 AM-2:00 PM;,10/18/2014,11/08/2014,Sat: 12:00 PM-4:00 PM;,,,,,,,-93.609141,32.555569,Private business parking lot,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,2014-08-05T10:10:42Z
1008353,HAUPPAUGE FARMERS MARKET,102 MOTOR PARWAY,HAUPPAUGE,SUFFOLK,NEW YORK,11787,,,Thu: 8:00 AM-2:00 PM;,,,,,,,,,,-73.828125,40.780541,Private business parking lot,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-06-24T14:40:25Z
1001041,HAVELOCK FARMERS MARKET,62ND  AND  HAVELOCK AVE NORTH PARKING LOT,PRAGUE,,NEBRASKA,68050,,,,,,,,,,,,,-96.8084,41.3103,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1009809,HAVERHILL FARMERS MARKET,40 BAILEY BLVD,HAVERHILL,ESSEX,MASSACHUSETTS,01832,06/28/2014,10/25/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,,,,-71.078779,42.77591,Local government building grounds,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,2014-04-05T09:30:14Z
1005725,HAVERSTRAW FARMERS MARKET,40 NEW MAIN STREET,HAVERSTRAW,ROCKLAND,NEW YORK,10927,"June 17, 2012","June 17, 2012",sun:9:00 AM - 1:00 PM;,,,,,,,,,,-73.966883,41.196841,Closed-off public street,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2012-05-31T20:57:04Z
1009849,HAWAII FARM BUREAU FARMERS MARKETS,,HONOLULU,HONOLULU,HAWAII,,,,,,,,,,,,,,-157.8583333,21.3069444,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-04-16T15:43:58Z
1009660,HAWAII KAI PARK N RIDE (PEOPLES OPEN MARKET),300 KEAHOLE STREET,HONOLULU,HONOLULU,HAWAII,,01/01/2014,12/31/2014,Sat: 1:00 PM-2:00 PM;,,,,,,,,,,-157.713935,21.283943,,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,2015-03-25T18:56:55Z
1007525,HAWAII KAI TOWNE CENTER,KALANIANAOLE HIGHWAY AT KEAHOLE STREET,HONOLULU,HONOLULU,HAWAII,96816,,,,,,,,,,,,,-157.712,21.2826,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1007537,HAWAIIAN FARMERS OF HANALEI,5-5785 KUHIO HIGHWAY,HANALEI,KAUAI,HAWAII,96714,,,,,,,,,,,,,-159.514,22.2033,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1007534,HAWAIIAN HOMESTEAD FARMERS MARKET,64-759 KAHILU ROAD,WAIMEA,KAUAI,HAWAII,96796,,,,,,,,,,,,,-155.641,20.0233,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-01-01T00:00:00Z
1004400,HAWARDEN FARMERS MARKET,13TH AND AVE E (VETEREN MEMORIAL DRIVE),HAWARDEN,SIOUX,IOWA,51023,07/03/2014,09/25/2014,Thu: 5:00 PM-7:00 PM;,,,,,,,,,,-96.488,43.0008,Local government building grounds,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T14:01:14Z
